监测点位,X,Y,Z,采样深度/m,上层深度,下层深度,样品编号,pH值,苯并(a)芘,苯并(a)蒽,苯并(b)荧蒽,"二苯并(a,h)蒽","茚并(1,2,3-c,d)芘",萘,苯,乙苯,石油烃(C10-C40),砷,数据来源,2米分层（详查）,地面高程/m
JM2(S46),3437.9352,7787.5946,1.5,1.0-1.5,1,1.5,,/,127.35,191.98,105.61,15.38,106.32,309.47,/,/,/,/,煤气厂,,
JM2(S46),3437.9352,7787.5946,4,3.5-4.0,3.5,4,,/,0.49,0.42,0.58,<0.1,0.3,5.94,/,/,/,/,煤气厂,,
JM2(S46),3437.9352,7787.5946,6,5.5-6.0,5.5,6,,/,0.26,0.15,0.27,<0.1,0.17,0.26,/,/,/,/,煤气厂,,
JM2(S46),3437.9352,7787.5946,8,7.5-8.0,7.5,8,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
JM2(S47),3417.9307,7714.2904,0.5,0-0.5,0,0.5,,/,65.72,106.74,51.5,8.6,46.81,252.33,/,/,/,/,煤气厂,,
JM2(S47),3417.9307,7714.2904,1.5,1.0-1.5,1,1.5,,/,95.93,100.37,63.1,12.71,58.45,3183.44,/,/,/,/,煤气厂,,
JM2(S47),3417.9307,7714.2904,4,3.5-4.0,3.5,4,,/,0.31,0.3,0.24,<0.1,0.19,20.17,/,/,/,/,煤气厂,,
JM2(S48),3413.8471,7762.8325,0.5,0-0.5,0,0.5,,/,<0.1,<0.1,<0.2,<0.1,<0.1,0.37,/,/,/,/,煤气厂,,
JM2(S48),3413.8471,7762.8325,1.5,1.0-1.5,1,1.5,,/,0.23,0.27,<0.2,<0.1,0.18,2.13,/,/,/,/,煤气厂,,
JM2(S48),3413.8471,7762.8325,4,3.5-4.0,3.5,4,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
JM2(S49),3402.0402,7710.8765,0.5,0-0.5,0,0.5,,/,0.14,0.22,<0.2,<0.1,<0.1,0.64,/,/,/,/,煤气厂,,
JM2(S49),3402.0402,7710.8765,1.5,1.0-1.5,1,1.5,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
JM2(S49),3402.0402,7710.8765,4,3.5-4.0,3.5,4,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
JM2(S50),3390.7531,7732.6282,0.5,0-0.5,0,0.5,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
JM2(S50),3390.7531,7732.6282,1.5,1.0-1.5,1,1.5,,/,<0.1,<0.1,<0.2,<0.1,<0.1,2.52,/,/,/,/,煤气厂,,
JM2(S50),3390.7531,7732.6282,4,3.5-4.0,3.5,4,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
JM2(S51),3621.1383,7766.8157,0.5,0-0.5,0,0.5,,/,6.1,5.8,6.8,2.8,12.1,62.7,0.94,/,684,22.1,煤气厂,,
JM2(S51),3621.1383,7766.8157,1.5,1.0-1.5,1,1.5,,/,163,167,129,28.4,143,4580,15,/,20382,159,煤气厂,,
JM2(S51),3621.1383,7766.8157,4,3.5-4.0,3.5,4,,/,0.6,1.7,0.7,0.2,1,52.8,2.02,/,300,9.81,煤气厂,,
JM2(S51),3621.1383,7766.8157,6,5.5-6.0,5.5,6,,/,<0.1,<0.1,<0.2,<0.1,<0.1,0.65,0.14,/,30,5.22,煤气厂,,
JM3(S1),3692.9413,7660.5129,0.5,0-0.5,0,0.5,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
JM3(S1),3692.9413,7660.5129,1.5,1.0-1.5,1,1.5,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
JM3(S2),3615.5569,7605.1732,0.5,0-0.5,0,0.5,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
JM3(S2),3615.5569,7605.1732,1.5,1.0-1.5,1,1.5,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
JM3(S3),3589.1536,7630.3015,0.5,0-0.5,0,0.5,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
JM3(S3),3589.1536,7630.3015,1.5,1.0-1.5,1,1.5,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
JM3(S4),3514.1199,7653.0844,0.5,0-0.5,0,0.5,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
JM3(S4),3514.1199,7653.0844,1.5,1.0-1.5,1,1.5,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
JM3(S5),3481.6577,7658.9091,0.5,0-0.5,0,0.5,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
JM3(S5),3481.6577,7658.9091,1.5,1.0-1.5,1,1.5,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
JM3(S6),3433.5361,7682.6922,0.5,0-0.5,0,0.5,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
JM3(S6),3433.5361,7682.6922,1.5,1.0-1.5,1,1.5,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
JM3(S7),3426.2721,7775.4638,0.5,0-0.5,0,0.5,,/,226,244,185,52.9,125,528,/,/,/,/,煤气厂,,
JM3(S7),3426.2721,7775.4638,1.5,1.0-1.5,1,1.5,,/,11,11.5,9.1,1.4,7.5,43.6,/,/,/,/,煤气厂,,
JM3(S7),3426.2721,7775.4638,4,3.5-4.0,3.5,4,,/,0.2,0.2,<0.2,<0.1,<0.1,0.69,/,/,/,/,煤气厂,,
JM3(S7),3426.2721,7775.4638,6,5.5-6.0,5.5,6,,/,<0.1,<0.1,<0.2,<0.1,<0.1,0.32,/,/,/,/,煤气厂,,
JM3(S8),3546.4672,7806.8301,0.5,0-0.5,0,0.5,,/,1.1,1.3,1.3,0.2,0.7,0.28,/,/,/,/,煤气厂,,
JM3(S8),3546.4672,7806.8301,1.5,1.0-1.5,1,1.5,,/,1.8,2.4,2.7,0.4,1.1,10.2,/,/,/,/,煤气厂,,
JM3(S8),3546.4672,7806.8301,4,3.5-4.0,3.5,4,,/,<0.1,<0.1,<0.2,<0.1,<0.1,0.52,/,/,/,/,煤气厂,,
JM3(S8),3546.4672,7806.8301,6,5.5-6.0,5.5,6,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
JM3(S9),3552.5603,7820.9599,0.5,0-0.5,0,0.5,,/,0.9,1.1,1,0.2,0.5,0.27,/,/,/,/,煤气厂,,
JM3(S9),3552.5603,7820.9599,1.5,1.0-1.5,1,1.5,,/,1,2.2,0.8,0.2,0.3,22.9,/,/,/,/,煤气厂,,
JM3(S9),3552.5603,7820.9599,4,3.5-4.0,3.5,4,,/,<0.1,<0.1,<0.2,<0.1,<0.1,0.84,/,/,/,/,煤气厂,,
JM3(S9),3552.5603,7820.9599,6,5.5-6.0,5.5,6,,/,<0.1,<0.1,<0.2,<0.1,<0.1,5.11,/,/,/,/,煤气厂,,
JM3(S10),3564.9968,7811.037,0.5,0-0.5,0,0.5,,/,4.1,2.9,5.8,1,3.4,0.87,/,/,/,/,煤气厂,,
JM3(S10),3564.9968,7811.037,1.5,1.0-1.5,1,1.5,,/,1.1,1.1,1.1,0.2,0.7,1.57,/,/,/,/,煤气厂,,
JM3(S10),3564.9968,7811.037,4,3.5-4.0,3.5,4,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
JM3(S10),3564.9968,7811.037,6,5.5-6.0,5.5,6,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
JM3(S11),3577.89,7800.1849,0.5,0-0.5,0,0.5,,/,30.2,25,37,6.4,21.3,9.68,/,/,/,/,煤气厂,,
JM3(S11),3577.89,7800.1849,1.5,1.0-1.5,1,1.5,,/,3,6.1,4.2,0.6,1.7,48.8,/,/,/,/,煤气厂,,
JM3(S11),3577.89,7800.1849,4,3.5-4.0,3.5,4,,/,0.8,1,1,0.1,0.4,7.68,/,/,/,/,煤气厂,,
JM3(S11),3577.89,7800.1849,6,5.5-6.0,5.5,6,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
JM3(S12),3597.3378,7786.5279,0.5,0-0.5,0,0.5,,/,93.2,82,130,26.2,60.4,17.8,0.28,/,/,18.4,煤气厂,,
JM3(S12),3597.3378,7786.5279,1.5,1.0-1.5,1,1.5,,/,7.05,9.46,7.63,1.37,4.65,186.26,2.49,/,/,9.46,煤气厂,,
JM3(S12),3597.3378,7786.5279,4,3.5-4.0,3.5,4,,/,1.18,1.58,1.6,0.24,0.77,21.74,5.57,/,/,6.23,煤气厂,,
JM3(S12),3597.3378,7786.5279,6,5.5-6.0,5.5,6,,/,<0.1,<0.1,<0.2,<0.1,<0.1,0.33,0.08,/,/,4.82,煤气厂,,
JM3(S13),3601.2534,7766.471,0.5,0-0.5,0,0.5,,/,7.83,5.78,9.85,1.25,4.81,22.81,0.59,/,/,18.7,煤气厂,,
JM3(S13),3601.2534,7766.471,1.5,1.0-1.5,1,1.5,,/,16.04,6.92,23.57,3.31,11.72,5.56,0.53,/,/,15.4,煤气厂,,
JM3(S13),3601.2534,7766.471,4,3.5-4.0,3.5,4,,/,0.21,0.25,0.24,<0.1,<0.1,0.73,0.14,/,/,5.42,煤气厂,,
JM3(S13),3601.2534,7766.471,6,5.5-6.0,5.5,6,,/,0.3,0.3,0.4,<0.1,0.2,<0.09,<0.0019,/,/,5.76,煤气厂,,
JM3(S14),3608.376,7777.6663,0.5,0-0.5,0,0.5,,/,12.74,5.81,20.29,2.95,10.18,4,<0.0019,/,1622,14.9,煤气厂,,
JM3(S14),3608.376,7777.6663,1.5,1.0-1.5,1,1.5,,/,20.15,21.6,22.47,3.7,10.67,283.46,<0.0019,/,2388,5.81,煤气厂,,
JM3(S14),3608.376,7777.6663,4,3.5-4.0,3.5,4,,/,22.69,28.07,26.35,3.82,10.83,570.13,<0.0019,/,2539,4.61,煤气厂,,
JM3(S14),3608.376,7777.6663,6,5.5-6.0,5.5,6,,/,<0.1,<0.1,<0.2,<0.1,<0.1,0.32,<0.0019,/,30,4.36,煤气厂,,
JM4(S1),3661.2607,7734.8186,0.5,0-0.5,0,0.5,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
JM4(S1),3661.2607,7734.8186,1.5,1.0-1.5,1,1.5,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
JM4(S2),3640.586,7733.394,0.5,0-0.5,0,0.5,,/,0.2,0.24,<0.2,<0.1,0.11,<0.09,/,/,/,/,煤气厂,,
JM4(S2),3640.586,7733.394,1.5,1.0-1.5,1,1.5,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
JM5(S1),3755.9862,7648.169,0.5,0-0.5,0,0.5,,7.72,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,<0.0019,<0.0012,7,5.83,煤气厂,,
JM5(S1),3755.9862,7648.169,1.5,1.0-1.5,1,1.5,,8.01,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,<0.0019,<0.0012,<6,3.75,煤气厂,,
JM5(S1),3755.9862,7648.169,4,3.5-4.0,3.5,4,,8.12,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,<0.0019,<0.0012,<6,9.91,煤气厂,,
JM5(S1),3755.9862,7648.169,6,5.5-6.0,5.5,6,,7.94,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,<0.0019,<0.0012,<6,8.36,煤气厂,,
JM5(S2),3709.8335,7686.3573,0.5,0-0.5,0,0.5,,7.92,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,<0.0019,<0.0012,<6,3.15,煤气厂,,
JM5(S2),3709.8335,7686.3573,1.5,1.0-1.5,1,1.5,,8,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,<0.0019,<0.0012,8,4.7,煤气厂,,
JM5(S2),3709.8335,7686.3573,4,3.5-4.0,3.5,4,,7.73,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,<0.0019,<0.0012,9,6.7,煤气厂,,
JM5(S2),3709.8335,7686.3573,6,5.5-6.0,5.5,6,,8.06,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,<0.0019,<0.0012,7,6.37,煤气厂,,
JM5(S3),3382.8353,7714.161,0.5,0-0.5,0,0.5,,8.08,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,<0.0019,<0.0012,9,4.66,煤气厂,,
JM5(S3),3382.8353,7714.161,1.5,1.0-1.5,1,1.5,,7.89,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,<0.0019,<0.0012,7,16.9,煤气厂,,
JM5(S3),3382.8353,7714.161,4,3.5-4.0,3.5,4,,7.87,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,<0.0019,<0.0012,9,12.7,煤气厂,,
JM5(S3),3382.8353,7714.161,6,5.5-6.0,5.5,6,,7.98,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,<0.0019,<0.0012,8,9.26,煤气厂,,
